task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
23	b2/6cb20a	467972	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	COMPLETED	0	2025-08-13 14:10:56.813	5s	1s	85.5%	23 MB	35.2 MB	62.7 MB	7.2 MB
5	f9/a72bc1	467955	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	COMPLETED	0	2025-08-13 14:07:22.860	4m 4s	4m 2s	597.5%	49 MB	468.1 MB	122.1 MB	60.7 MB
24	c5/a0e3a8	467973	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	COMPLETED	0	2025-08-13 14:11:01.814	25s	19.9s	93.7%	47 MB	60.1 MB	7.7 MB	3.4 MB
11	19/c08f56	467957	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-13 14:07:28.862	4m 3s	4m 2s	597.3%	48.1 MB	532.1 MB	122.1 MB	60.7 MB
25	bc/8e1b24	467974	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	COMPLETED	0	2025-08-13 14:11:26.813	5s	1s	86.1%	26 MB	40.9 MB	67.1 MB	7.6 MB
27	0a/8ce9dc	467976	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-13 14:11:31.814	5s	1s	86.9%	31 MB	103.5 MB	67.1 MB	7.7 MB
28	27/b0098e	467977	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	COMPLETED	0	2025-08-13 14:11:34.814	22s	20.1s	93.7%	47 MB	60.8 MB	8.1 MB	3.3 MB
29	72/96ceb3	467978	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-13 14:11:37.817	24s	20.5s	93.8%	47 MB	60 MB	8.2 MB	3 MB
8	ee/32098e	467954	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	COMPLETED	0	2025-08-13 14:07:19.861	7m 32s	7m 30s	597.8%	87.5 MB	532.1 MB	122.1 MB	104.6 MB
32	63/550727	467981	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	COMPLETED	0	2025-08-13 14:14:51.832	5s	1.3s	88.0%	23 MB	35.1 MB	111.1 MB	13.4 MB
7	df/f78836	467956	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	COMPLETED	0	2025-08-13 14:07:25.861	8m 1s	7m 58s	597.7%	93.6 MB	430.1 MB	122.1 MB	110.5 MB
34	43/627975	467983	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	COMPLETED	0	2025-08-13 14:15:26.832	5s	1.3s	88.3%	36 MB	106.3 MB	116.9 MB	13.7 MB
33	4f/fbb178	467982	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	COMPLETED	0	2025-08-13 14:14:56.831	35s	31.1s	95.2%	64 MB	77.5 MB	13.9 MB	6.9 MB
36	ec/aeee48	467984	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	COMPLETED	0	2025-08-13 14:15:31.848	35s	31.6s	95.4%	63 MB	76 MB	14.2 MB	6.3 MB
9	5d/0dc4bb	467959	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007362.1_cds_YP_308669.1_6)	COMPLETED	0	2025-08-13 14:07:34.861	9m 7s	9m 5s	597.4%	103.7 MB	441.1 MB	122.1 MB	124.7 MB
38	bd/3ad169	467987	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007362.1_cds_YP_308669.1_6)	COMPLETED	0	2025-08-13 14:16:41.837	5s	1.5s	86.3%	27 MB	39.7 MB	131.1 MB	16.6 MB
39	8c/dab77f	467988	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007362.1_cds_YP_308669.1_6)	COMPLETED	0	2025-08-13 14:16:46.838	40s	38.1s	95.8%	74 MB	87.1 MB	17.1 MB	9 MB
6	c7/fdd278	467960	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	COMPLETED	0	2025-08-13 14:07:37.861	11m 29s	11m 25s	598.0%	131.4 MB	467.3 MB	122.1 MB	154.6 MB
41	21/6e8123	467990	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	COMPLETED	0	2025-08-13 14:19:06.851	5s	1.7s	84.8%	44 MB	114.3 MB	161.1 MB	19.3 MB
3	d1/60170c	467951	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	COMPLETED	0	2025-08-13 14:07:11.866	12m 5s	12m 4s	598.1%	135.8 MB	629.4 MB	122.1 MB	162.9 MB
43	07/e52da6	467992	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	COMPLETED	0	2025-08-13 14:19:16.861	5s	1.7s	86.6%	31 MB	103.4 MB	169.4 MB	20.2 MB
2	26/d2684d	467961	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	COMPLETED	0	2025-08-13 14:07:40.860	12m 11s	12m 6s	598.0%	139.6 MB	477.2 MB	122.1 MB	163.3 MB
45	8b/163388	467994	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	COMPLETED	0	2025-08-13 14:19:51.856	5s	1.7s	87.8%	36 MB	106.4 MB	169.8 MB	20 MB
42	b2/a4ac87	467991	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	COMPLETED	0	2025-08-13 14:19:11.854	50s	45.5s	96.2%	79.9 MB	93.2 MB	19.8 MB	10.5 MB
44	b4/7a75c9	467993	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	COMPLETED	0	2025-08-13 14:19:21.862	50s	47.4s	96.2%	82 MB	95.5 MB	20.7 MB	10.9 MB
46	e0/7759e8	467995	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	COMPLETED	0	2025-08-13 14:19:56.858	50s	46s	96.3%	82 MB	95.1 MB	20.5 MB	10.9 MB
17	d9/e6b49e	467966	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-13 14:09:08.815	32m 53s	32m 49s	100.5%	109.6 MB	482.3 MB	1021.7 KB	43 MB
50	39/aeed06	467999	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-13 14:42:02.101	4.8s	483ms	77.1%	11 MB	24.4 MB	978.8 KB	212 KB
19	db/a67790	467968	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	COMPLETED	0	2025-08-13 14:09:26.815	48m 10s	48m 5s	193.2%	85.1 MB	414.5 MB	885.7 KB	34.9 MB
57	4c/950fd7	468006	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	COMPLETED	0	2025-08-13 14:57:37.007	4.9s	413ms	73.2%	11 MB	24.3 MB	935.3 KB	166.7 KB
22	28/bca1a9	467971	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-13 14:10:01.816	57m 45s	57m 41s	190.9%	142.6 MB	484.6 MB	1.3 MB	62.2 MB
64	55/6067c1	468013	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-13 15:07:47.040	4.9s	544ms	77.6%	11 MB	24.5 MB	1 MB	271.2 KB
30	5b/d2f147	467979	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	COMPLETED	0	2025-08-13 14:11:56.822	1h 20m 10s	1h 20m 9s	180.2%	473.3 MB	817.6 MB	2.9 MB	156.8 MB
71	bf/7af40b	468020	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	COMPLETED	0	2025-08-13 15:32:07.078	4.9s	804ms	84.7%	12 MB	24.8 MB	1.2 MB	452.5 KB
26	3f/5a2839	467975	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	COMPLETED	0	2025-08-13 14:11:28.820	1h 28m 33s	1h 28m 28s	183.3%	443.1 MB	788.9 MB	2.8 MB	164.6 MB
78	a0/ac03cc	468027	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	COMPLETED	0	2025-08-13 15:40:02.090	4.9s	861ms	84.6%	12 MB	24.9 MB	1.2 MB	503.8 KB
58	72/77919c	468012	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	COMPLETED	0	2025-08-13 14:57:55.982	46m 46s	46m 43s	99.2%	160.5 MB	173 MB	1.7 MB	6.3 MB
62	17/015f63	468007	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	COMPLETED	0	2025-08-13 14:57:41.980	47m 50s	47m 45s	99.2%	211 MB	223.6 MB	1.7 MB	2.9 MB
53	5a/f1b6fc	468005	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-13 14:42:20.945	1h 12m 6s	1h 12m 3s	99.3%	267.3 MB	280.2 MB	1.8 MB	3.7 MB
56	c6/d1b3af	468004	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-13 14:42:17.946	1h 17m 29s	1h 17m 26s	99.4%	199.9 MB	212.7 MB	1.9 MB	8.1 MB
60	71/f396db	468010	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	COMPLETED	0	2025-08-13 14:57:49.982	1h 9m 52s	1h 9m 49s	99.3%	256.5 MB	269.5 MB	1.8 MB	7.3 MB
52	02/5138fb	468000	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-13 14:42:06.946	1h 40m 45s	1h 40m 42s	99.4%	326.4 MB	339.5 MB	2 MB	9.8 MB
69	33/dfe8da	468019	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-13 15:08:06.019	1h 20m 31s	1h 20m 27s	99.3%	238.7 MB	251.6 MB	2.1 MB	9.8 MB
67	7f/655b89	468016	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-13 15:07:57.018	1h 33m	1h 32m 54s	99.4%	320.7 MB	333.9 MB	2.1 MB	4.4 MB
31	94/297e15	467980	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	ABORTED	-	2025-08-13 14:12:01.826	-	-	-	-	-	-	-
35	d6/83bc4c	467985	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	ABORTED	-	2025-08-13 14:15:33.849	-	-	-	-	-	-	-
37	c4/148035	467986	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	ABORTED	-	2025-08-13 14:16:06.851	-	-	-	-	-	-	-
40	44/308e5d	467989	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007362.1_cds_YP_308669.1_6)	ABORTED	-	2025-08-13 14:17:26.856	-	-	-	-	-	-	-
47	24/db5e00	467996	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	ABORTED	-	2025-08-13 14:20:01.872	-	-	-	-	-	-	-
48	72/5bce35	467997	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	ABORTED	-	2025-08-13 14:20:11.873	-	-	-	-	-	-	-
49	64/551c20	467998	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	ABORTED	-	2025-08-13 14:20:46.873	-	-	-	-	-	-	-
54	54/291703	468001	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_BUSTED (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	ABORTED	-	2025-08-13 14:42:08.946	-	-	-	-	-	-	-
51	85/ad62c6	468002	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_RELAX (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	ABORTED	-	2025-08-13 14:42:11.946	-	-	-	-	-	-	-
55	39/b2ebec	468003	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_PRIME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	ABORTED	-	2025-08-13 14:42:14.945	-	-	-	-	-	-	-
61	b0/cb88fb	468008	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_PRIME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	ABORTED	-	2025-08-13 14:57:43.983	-	-	-	-	-	-	-
59	a9/d1ea42	468009	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_BUSTED (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	ABORTED	-	2025-08-13 14:57:46.981	-	-	-	-	-	-	-
63	c5/670977	468011	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_RELAX (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	ABORTED	-	2025-08-13 14:57:52.982	-	-	-	-	-	-	-
65	f4/2e2412	468014	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_RELAX (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	ABORTED	-	2025-08-13 15:07:52.017	-	-	-	-	-	-	-
70	6e/98d7f7	468015	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_BUSTED (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	ABORTED	-	2025-08-13 15:07:54.019	-	-	-	-	-	-	-
66	19/21b79a	468017	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	ABORTED	-	2025-08-13 15:08:00.019	-	-	-	-	-	-	-
68	c8/e9dbdd	468018	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_PRIME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	ABORTED	-	2025-08-13 15:08:03.018	-	-	-	-	-	-	-
77	1b/64211c	468021	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	ABORTED	-	2025-08-13 15:32:12.058	-	-	-	-	-	-	-
76	e1/bc6adb	468022	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	ABORTED	-	2025-08-13 15:32:14.060	-	-	-	-	-	-	-
73	9c/6a2739	468023	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_BUSTED (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	ABORTED	-	2025-08-13 15:32:17.058	-	-	-	-	-	-	-
74	5d/e813e7	468024	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_RELAX (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	ABORTED	-	2025-08-13 15:32:20.061	-	-	-	-	-	-	-
75	db/c4c311	468025	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	ABORTED	-	2025-08-13 15:32:23.059	-	-	-	-	-	-	-
72	32/57be7b	468026	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_PRIME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	ABORTED	-	2025-08-13 15:32:26.059	-	-	-	-	-	-	-
84	76/09778d	468028	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_BUSTED (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	ABORTED	-	2025-08-13 15:40:07.073	-	-	-	-	-	-	-
80	4e/1fdbc8	468029	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	ABORTED	-	2025-08-13 15:40:09.073	-	-	-	-	-	-	-
82	53/167a22	468030	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_PRIME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	ABORTED	-	2025-08-13 15:40:12.072	-	-	-	-	-	-	-
