task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
17	25/1249a3	443625	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-05 16:38:43.340	5.9s	374ms	70.4%	35 MB	105.9 MB	7 MB	68.4 KB
19	4d/da8f1c	443627	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	COMPLETED	0	2025-08-05 16:38:49.338	4.9s	380ms	72.0%	36 MB	106.3 MB	7.9 MB	179.6 KB
20	23/499e53	443628	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	COMPLETED	0	2025-08-05 16:38:52.338	6.9s	383ms	71.4%	35 MB	105.9 MB	7 MB	68.1 KB
21	f0/0ddd60	443629	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	COMPLETED	0	2025-08-05 16:38:55.338	3.9s	389ms	72.7%	38 MB	108.1 MB	7.4 MB	121.7 KB
23	88/e721c2	443630	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	COMPLETED	0	2025-08-05 16:38:58.339	5.9s	375ms	72.6%	36 MB	106.3 MB	7 MB	64.6 KB
22	a0/d28481	443631	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-05 16:39:01.337	2.9s	375ms	72.9%	35 MB	105.9 MB	6.7 MB	32.3 KB
24	4a/354d56	443632	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	COMPLETED	0	2025-08-05 16:39:04.340	4.9s	373ms	73.1%	36 MB	105.9 MB	6.7 MB	33.8 KB
25	25/1d16ab	443633	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	COMPLETED	0	2025-08-05 16:39:07.338	1.9s	287ms	67.5%	10 MB	23 MB	699.2 KB	92.2 KB
26	5d/1901d3	443634	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	COMPLETED	0	2025-08-05 16:39:10.339	3.9s	379ms	72.1%	35 MB	105.9 MB	7.8 MB	171.7 KB
27	54/b9360f	443635	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-05 16:39:13.340	5.9s	197ms	67.2%	2 MB	3.9 MB	558.2 KB	21 KB
28	fd/3a5218	443636	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	COMPLETED	0	2025-08-05 16:39:16.338	2.9s	270ms	64.1%	10 MB	22.8 MB	632.6 KB	61.9 KB
30	df/302f02	443637	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007362.1_cds_YP_308669.1_6)	COMPLETED	0	2025-08-05 16:39:19.340	4.9s	231ms	69.7%	10 MB	22.8 MB	654.7 KB	79.2 KB
29	33/1ab2c9	443638	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-05 16:39:22.339	1.9s	202ms	65.3%	2 MB	3.9 MB	586.3 KB	31.2 KB
31	ec/28ab13	443639	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	COMPLETED	0	2025-08-05 16:39:25.337	3.9s	306ms	69.7%	10 MB	23 MB	697.5 KB	101.3 KB
32	70/ee4ac9	443640	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	COMPLETED	0	2025-08-05 16:39:28.337	5.9s	223ms	63.9%	10 MB	22.7 MB	585.9 KB	34.2 KB
33	79/e7baaf	443641	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	COMPLETED	0	2025-08-05 16:39:31.341	2.9s	254ms	67.0%	10 MB	22.8 MB	639.5 KB	53 KB
34	64/437436	443642	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	COMPLETED	0	2025-08-05 16:39:34.338	4.9s	222ms	64.0%	2 MB	3.9 MB	582.5 KB	32 KB
35	fb/e7d72d	443643	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-05 16:39:37.337	1.9s	187ms	60.2%	2 MB	3.9 MB	550.2 KB	16.3 KB
36	b0/37ee90	443644	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	COMPLETED	0	2025-08-05 16:39:40.337	3.9s	183ms	61.4%	2 MB	3.9 MB	551.6 KB	15.5 KB
38	c8/f8c669	443646	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	COMPLETED	0	2025-08-05 16:39:46.338	2.9s	289ms	69.9%	10 MB	23 MB	689.6 KB	94.2 KB
37	b0/0661f6	443645	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	COMPLETED	0	2025-08-05 16:39:43.339	20.9s	19s	191.3%	12 MB	541.7 MB	388.1 KB	109 KB
39	d6/76c6f6	443647	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-05 16:39:49.338	19.9s	15s	145.5%	12 MB	413.7 MB	312.5 KB	95.8 KB
42	7c/008a3e	443650	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-05 16:39:58.339	15.9s	14.5s	145.4%	13 MB	413.7 MB	331 KB	78.4 KB
41	96/827dae	443649	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007362.1_cds_YP_308669.1_6)	COMPLETED	0	2025-08-05 16:39:55.338	23.9s	20.3s	194.4%	12 MB	541.7 MB	387.2 KB	113.7 KB
40	66/1f0d2c	443648	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	COMPLETED	0	2025-08-05 16:39:52.341	26.9s	20.8s	191.9%	12 MB	413.7 MB	366.7 KB	102.1 KB
50	61/c812c6	443658	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	COMPLETED	0	2025-08-05 16:40:22.341	1.9s	129ms	49.3%	2 MB	3.9 MB	773.5 KB	8.1 KB
44	f6/f9eb56	443652	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	COMPLETED	0	2025-08-05 16:40:04.339	19.9s	15.8s	139.6%	12 MB	413.7 MB	341.9 KB	92.1 KB
51	f1/8fe042	443659	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-05 16:40:25.342	3.9s	126ms	43.3%	2 MB	3.9 MB	767.7 KB	5 KB
46	1e/023e3f	443654	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	COMPLETED	0	2025-08-05 16:40:10.345	18.9s	15.3s	143.5%	12 MB	477.7 MB	330.8 KB	81.6 KB
47	00/845c7b	443655	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-05 16:40:13.342	15.9s	13.2s	151.3%	14 MB	541.7 MB	312.7 KB	41.4 KB
52	2e/10f52d	443660	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-05 16:40:28.341	5.9s	127ms	50.6%	2 MB	3.9 MB	769.3 KB	5.9 KB
53	3b/3c405b	443661	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007362.1_cds_YP_308669.1_6)	COMPLETED	0	2025-08-05 16:40:31.341	2.9s	128ms	50.1%	2 MB	3.9 MB	773 KB	7.5 KB
45	2c/676f93	443653	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	COMPLETED	0	2025-08-05 16:40:07.350	26.9s	22.8s	172.1%	12 MB	413.7 MB	353.4 KB	92.5 KB
48	b9/8533b2	443656	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	COMPLETED	0	2025-08-05 16:40:16.344	17.9s	15s	100.1%	15 MB	654.3 MB	309.8 KB	40.6 KB
54	4a/7c62c3	443662	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	COMPLETED	0	2025-08-05 16:40:34.341	4.9s	123ms	43.6%	2 MB	3.9 MB	771.8 KB	7 KB
43	6b/dc9721	443651	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	COMPLETED	0	2025-08-05 16:40:01.339	37.9s	31.8s	194.7%	12 MB	413.7 MB	404.9 KB	140.8 KB
49	74/7cfd2e	443657	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	COMPLETED	0	2025-08-05 16:40:19.342	24.9s	20.7s	192.4%	12 MB	477.7 MB	395.7 KB	115.5 KB
61	e3/7881f1	443669	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	COMPLETED	0	2025-08-05 16:40:55.340	3.9s	129ms	55.5%	2 MB	3.9 MB	770.4 KB	6.3 KB
68	3b/244e36	443676	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	COMPLETED	0	2025-08-05 16:41:16.342	2.9s	137ms	46.4%	2 MB	3.9 MB	770.3 KB	6.2 KB
67	00/7196b9	443672	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-05 16:41:04.341	19.9s	17.7s	93.5%	25 MB	37.5 MB	1.1 MB	73.5 KB
62	db/29ee5c	443670	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-05 16:40:58.342	25.9s	23.3s	94.7%	32 MB	44.9 MB	1.3 MB	206.5 KB
69	3b/77b377	443677	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-05 16:41:19.341	4.9s	134ms	47.3%	2 MB	3.9 MB	765.5 KB	3.7 KB
63	51/65d5d9	443673	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-05 16:41:07.341	26.9s	22s	94.3%	22 MB	35.5 MB	1.2 MB	190.9 KB
70	9b/56fd4f	443683	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-05 16:41:37.342	21.9s	19s	93.8%	26 MB	38.5 MB	1.2 MB	92.4 KB
75	73/177c05	443681	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-05 16:41:31.343	32.9s	30.5s	95.1%	23 MB	36.4 MB	1.2 MB	235.2 KB
73	38/c28602	443679	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-05 16:41:25.341	38.9s	33.6s	95.6%	32.7 MB	45.9 MB	1.3 MB	260.6 KB
82	e7/d30ab8	443690	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	COMPLETED	0	2025-08-05 16:41:58.340	5.9s	133ms	53.7%	2 MB	3.9 MB	769.9 KB	6 KB
83	39/79fde1	443691	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	COMPLETED	0	2025-08-05 16:42:01.340	2.9s	133ms	47.8%	2 MB	3.9 MB	764.8 KB	3.3 KB
90	35/dbdd32	443698	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	COMPLETED	0	2025-08-05 16:42:22.338	1.9s	145ms	50.4%	2 MB	3.9 MB	773.1 KB	7.7 KB
91	93/ec9331	443699	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	COMPLETED	0	2025-08-05 16:42:25.338	3.9s	145ms	44.2%	2 MB	3.9 MB	774.1 KB	8 KB
65	99/f9717c	443671	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_BUSTED (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	COMPLETED	0	2025-08-05 16:41:01.342	1m 33s	1m 29s	97.2%	70 MB	83.3 MB	1.3 MB	145.4 KB
72	01/cdfdc0	443678	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_BUSTED (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	COMPLETED	0	2025-08-05 16:41:22.343	1m 27s	1m 21s	97.4%	79.8 MB	93.1 MB	1.3 MB	236.4 KB
55	cc/ee6db1	443665	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	COMPLETED	0	2025-08-05 16:40:43.341	2m 11s	2m 9s	97.4%	31 MB	44.2 MB	1.2 MB	177.8 KB
104	c9/9ecde3	443714	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-05 16:43:10.337	13.9s	9.5s	90.9%	24 MB	36.8 MB	1.1 MB	54.6 KB
105	62/707c41	443712	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-05 16:43:04.338	19.9s	15s	90.9%	22 MB	34.8 MB	1.2 MB	150.7 KB
100	61/ae2f87	443708	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	COMPLETED	0	2025-08-05 16:42:52.338	41.9s	37.3s	95.2%	27 MB	39.7 MB	1.2 MB	104.4 KB
107	cd/1ae71d	443716	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	COMPLETED	0	2025-08-05 16:43:16.339	22.9s	18.9s	92.7%	31 MB	43.9 MB	1.3 MB	166.8 KB
101	1c/be301c	443709	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	COMPLETED	0	2025-08-05 16:42:55.340	48.9s	45.9s	95.8%	24 MB	36.9 MB	1.2 MB	257.2 KB
94	e7/b103e3	443702	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	COMPLETED	0	2025-08-05 16:42:34.338	1m 15s	1m 9s	96.4%	26.9 MB	40.2 MB	1.2 MB	112.8 KB
60	b1/9fec70	443664	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	COMPLETED	0	2025-08-05 16:40:40.342	3m 19s	3m 16s	97.6%	41.4 MB	54.5 MB	1.3 MB	561.8 KB
